#{"t_start": 1695213136.580772, "env_id": null}
r,l,t
-25.728221,7,100.352242
-85.832611,19,100.389245
-69.977817,17,100.473193
-28.212939,8,100.548177
-25.629078,9,100.584887
-45.599443,10,100.626197
-13.499216,6,100.670198
-63.589674,11,100.701876
-21.873662,12,100.754787
2.220368,1,100.804682
-42.396036,17,100.814683
-2.493922,4,100.887685
-8.170746,14,100.90922
-58.059961,16,100.974938
-23.203438,17,101.046618
1.14747,1,101.112634
-16.975833,7,101.121217
-38.674121,14,101.153216
-42.859765,9,101.217602
-80.970454,18,101.261601
0.322385,1,101.333139
-37.563458,11,101.34014
-106.015808,97,101.426647
-11.546715,5,101.814013
-32.092437,11,101.841013
0.46213,1,101.884349
0.41699,1,101.891349
1.719454,1,101.89435
-15.815609,13,101.905853
-10.413652,5,101.961351
-36.280082,9,101.988561
3.308451,1,102.025573
-3.344131,3,102.032573
-43.18578,10,102.047621
-147.976863,30,102.101218
-0.779018,3,102.226899
-85.715242,19,102.247708
-3.188641,3,102.324049
-8.673754,9,102.343822
-0.360295,2,102.382971
-9.648311,5,102.393476
-28.963999,16,102.420745
-45.883624,10,102.492981
-19.96565,7,102.536487
-65.538057,23,102.570992
-35.189807,8,102.671746
-34.886379,12,102.711688
-28.854703,8,102.764892
3.097262,1,102.797894
-19.048596,10,102.804923
1.350724,1,102.847926
-30.637016,9,102.856925
-10.799216,7,102.895232
0.038058,2,102.924737
-20.821165,9,102.936737
-17.649291,7,102.976897
-47.098872,14,103.013943
-35.132133,9,103.073653
-65.947078,16,103.118521
-0.942748,2,103.183401
-137.430275,23,103.200421
-124.290481,23,103.302657
0.452306,2,103.39919
-1.407346,3,103.408193
-22.457505,10,103.425519
-22.505467,7,103.472029
-6.289715,6,103.503923
-54.985305,21,103.537926
-19.206375,14,103.628444
-27.41968,7,103.69232
-23.328435,10,103.727829
-18.64436,9,103.773126
-6.919701,5,103.819769
-22.091247,10,103.843961
-75.863649,20,103.904352
-9.007593,7,103.991648
-14.858763,8,104.032142
-2.529813,5,104.077142
-26.646882,13,104.103653
-20.921084,10,104.166616
2.27408,1,104.209126
-59.530776,11,104.215534
2.707967,1,104.273534
-91.524585,19,104.285538
1.458378,1,104.373044
-45.783561,12,104.380045
-39.574004,14,104.452862
-15.667732,9,104.512656
-80.200684,13,104.557163
-38.725764,9,104.617181
-31.728393,12,104.665932
-2.133633,4,104.720272
-50.207562,10,104.740272
-4.248602,4,104.784643
-98.231439,24,104.813169
-70.703877,19,104.937028
-17.927614,9,105.027552
2.578371,1,105.079063
-69.070326,17,105.093066
1.182956,1,105.175662
3.281782,1,105.180674
-30.390237,8,105.190685
-35.714186,9,105.231565
-16.51742,6,105.274739
-29.948214,11,105.310256
-21.348575,9,105.313256
-0.680896,2,105.314257
0.402347,1,105.314257
0.254401,1,105.315257
-45.344718,13,105.340565
-8.647079,7,105.433017
-23.860706,7,105.475193
-0.658985,3,105.5107
-16.552697,10,105.5287
4.146527,1,105.572701
-13.084125,6,105.5807
1.794876,1,105.61021
-1.462461,3,105.61821
2.319047,1,105.63021
-11.996491,7,105.64321
-60.155013,11,105.67721
0.360714,1,105.723719
-36.432,9,105.729719
0.056489,2,105.770719
-34.062181,12,105.784719
-0.040437,2,105.836454
-13.772475,6,105.849454
-32.217665,8,105.878454
-13.715479,8,105.917962
-3.949852,6,105.952962
-31.082702,12,105.980962
-21.724519,7,106.036765
-10.685595,8,106.066764
-130.462114,27,106.113272
1.844207,1,106.245622
-68.831035,16,106.256622
1.550207,1,106.331801
-22.949833,10,106.344062
-0.55886,3,106.403577
-2.352978,4,106.430577
-46.064754,9,106.460577
-128.552169,23,106.522089
-7.396546,5,106.642602
-32.895186,9,106.678602
1.371378,1,106.735116
-9.634736,7,106.745117
-3.815296,4,106.780013
-128.712505,23,106.816216
0.708536,1,106.926258
3.546018,1,106.931728
1.167208,1,106.937874
-80.068953,21,106.950385
-30.116099,12,107.054592
1.790164,1,107.106101
-16.965774,7,107.112101
-18.778736,9,107.157103
-27.624356,7,107.204613
-18.359185,9,107.245028
-58.355382,19,107.289837
0.127678,1,107.400908
-0.558329,3,107.407417
-63.03793,17,107.437629
1.72205,1,107.53514
-74.416763,18,107.55514
0.582599,2,107.659204
0.452301,1,107.669203
-39.38338,12,107.677204
0.663804,1,107.746211
3.3127,1,107.753211
-7.304081,5,107.758703
-38.280486,9,107.787067
1.087238,2,107.827458
0.530836,2,107.838458
-2.962721,4,107.84946
-25.610978,7,107.870459
-22.351563,7,107.908828
-21.974498,7,107.941235
-1.862409,4,107.980235
-104.53435,21,108.009744
-25.097976,10,108.107739
-141.630042,24,108.165741
-7.395384,4,108.27635
-6.490276,5,108.297435
-33.823239,9,108.328923
-14.61153,7,108.378947
-12.120285,7,108.418731
-130.404184,23,108.461154
-97.179452,20,108.58978
-53.153518,15,108.695137
-25.668691,15,108.769926
-3.250288,3,108.837432
4.073762,1,108.851432
-144.180338,24,108.867433
-42.616962,16,108.975046
-39.621763,11,109.05195
-0.099049,2,109.105657
-34.58719,10,109.124658
-27.783739,9,109.182657
-21.130198,10,109.227899
-31.485884,12,109.283006
-22.145642,10,109.35486
-130.710306,22,109.436374
-65.925151,11,109.570887
-21.837934,8,109.6374
-160.695775,28,109.685798
-7.846707,7,109.818797
-0.977436,2,109.851796
-52.337463,15,109.867899
3.237927,1,109.935222
-0.577235,3,109.943222
-28.796826,11,109.958788
-27.584335,11,110.016785
-58.38289,11,110.067548
-12.99687,6,110.121055
1.026042,1,110.148435
-25.237573,7,110.154434
-8.792596,5,110.193509
-12.54887,8,110.215585
-60.510455,11,110.251585
-86.603035,20,110.311581
-113.728762,21,110.399433
-21.819163,7,110.48394
-61.435951,16,110.519459
-25.36029,10,110.591949
3.031688,1,110.630916
-3.156852,4,110.634919
-68.669506,16,110.656919
-20.856394,8,110.729553
-26.324924,8,110.766881
-17.149818,12,110.807389
2.470185,1,110.858888
-9.009797,7,110.867888
-3.857209,4,110.896931
-120.267451,22,110.923437
-28.874324,8,111.019946
-59.724618,11,111.058808
-30.599495,11,111.110735
-0.861167,3,111.153735
-11.212619,7,111.170735
-6.957581,6,111.200927
-127.809937,23,111.236207
-2.389321,4,111.335222
-0.797037,3,111.353222
-3.699582,4,111.368222
-21.218689,7,111.389222
-0.426311,3,111.424788
-78.248551,18,111.441954
-6.959877,5,111.527006
-57.264201,11,111.556153
-28.531565,9,111.603156
-78.181927,19,111.647662
-36.601022,11,111.73409
-28.745565,11,111.78409
-47.918639,10,111.829613
-23.697621,10,111.875155
-7.265913,4,111.9218
2.728646,1,111.9388
0.485185,1,111.9448
-19.910686,7,111.9508
-67.492901,18,111.989954
-30.651604,8,112.065426
3.184721,1,112.10243
-0.177586,3,112.106936
-55.830051,10,112.124936
-129.260831,24,112.176384
-48.988479,10,112.277358
-2.178959,4,112.323866
2.536777,1,112.344866
-17.820332,8,112.351866
3.969997,1,112.386439
-26.137358,8,112.395441
-40.920491,9,112.432278
-24.130556,11,112.475552
-35.992572,11,112.52526
-22.165987,8,112.570259
-17.374273,8,112.609768
-3.11293,3,112.643768
-2.194638,4,112.658969
1.015578,1,112.674968
-57.760301,16,112.686969
-23.872036,9,112.758941
-5.391061,4,112.797956
-2.360014,4,112.818461
-23.104249,9,112.841462
-34.488166,8,112.882736
-8.324112,5,112.917467
-13.547692,6,112.941468
-0.760262,2,112.969468
-18.78955,9,112.982467
4.42932,1,113.018771
-38.667948,8,113.02777
-4.112756,5,113.067436
-32.870132,9,113.091439
-12.355652,8,113.134173
-46.800715,14,113.177172
-53.128996,14,113.246683
-99.841975,19,113.311679
-13.601407,6,113.403008
-50.836902,10,113.430516
-0.218909,2,113.477533
-45.129402,10,113.491538
-14.422522,6,113.538043
-24.058633,8,113.564377
-2.655091,4,113.601384
-43.441503,10,113.621438
-28.200765,8,113.666771
-99.376989,21,113.707451
-20.848675,10,113.802532
-103.206418,20,113.849796
-142.869247,24,113.947707
-8.841151,5,114.043258
-35.733978,10,114.066723
0.34259,1,114.108233
-32.878558,11,114.119232
-38.643809,12,114.166235
1.790121,1,114.217062
-3.22661,4,114.225061
-92.777504,20,114.249061
-33.030414,13,114.337391
-96.88084,20,114.400393
-28.79341,12,114.486901
-10.82119,7,114.536382
-16.130501,9,114.569911
-16.699732,7,114.61042
-49.58706,14,114.644418
-97.632269,20,114.715426
-32.638317,9,114.796161
-23.007858,9,114.837212
-8.951035,6,114.879708
-54.012721,18,114.912978
4.393727,1,114.98715
-9.032734,6,114.993154
-51.783045,15,115.025993
-84.03951,19,115.096002
-32.174903,8,115.184641
-11.152448,9,115.225644
-1.721491,3,115.269644
-10.211041,7,115.282644
-66.523911,17,115.320155
0.391532,1,115.402158
-22.088924,10,115.411666
-13.375981,7,115.453969
2.317249,1,115.484982
4.76187,1,115.493972
-34.193802,11,115.500972
0.625824,1,115.549618
-121.652446,22,115.560617
-29.068756,11,115.660674
1.235752,1,115.709957
-78.537124,17,115.718957
1.759257,1,115.789958
-45.118434,15,115.798963
0.964638,1,115.86798
-50.05038,10,115.87498
-18.507222,7,115.917489
1.899739,1,115.95199
-16.631259,9,115.958989
-29.851309,8,116.000712
-43.818965,10,116.036035
-29.412793,8,116.085035
-30.686814,8,116.120212
-53.631508,16,116.160938
-7.947904,5,116.229691
-4.594177,5,116.25269
-0.186778,3,116.281151
-31.932253,8,116.297636
-29.59498,8,116.331705
-75.322945,17,116.373518
-3.486617,5,116.447186
-112.558928,21,116.474186
-68.091675,17,116.566693
1.923528,1,116.641476
-13.324725,7,116.650476
-11.351647,5,116.678476
-137.015573,24,116.717984
-41.707777,13,116.825492
-62.425272,17,116.882492
-55.05293,14,116.961213
-42.619426,10,117.024722
0.094638,1,117.069722
-55.455538,10,117.076722
-18.42407,8,117.121249
-80.926105,19,117.160249
-19.075533,8,117.249757
3.771977,1,117.283757
-65.101153,11,117.290757
-50.688514,15,117.344264
2.492685,1,117.415092
-3.740172,3,117.422091
-52.550723,15,117.439091
-8.530265,5,117.503094
0.066675,1,117.523741
-17.58534,8,117.533743
-40.530713,9,117.575742
-15.840942,6,117.619445
-49.43164,10,117.652503
-7.52704,6,117.695505
-9.376025,5,117.723014
1.875062,1,117.746012
-6.195806,6,117.752012
-0.623944,3,117.780012
0.475956,1,117.795015
-23.218131,7,117.801015
-11.359075,5,117.83552
-10.621247,5,117.85652
-70.786616,19,117.88552
1.490421,1,117.967594
-88.060514,19,117.981594
-122.545581,23,118.068103
-5.998781,4,118.165611
-51.938346,15,118.186611
1.631995,1,118.25212
-38.17385,9,118.261119
-10.315582,7,118.300122
-0.003128,2,118.333098
-9.729396,7,118.348099
-26.151802,7,118.3811
4.504306,1,118.411607
-5.337928,5,118.416608
-14.662439,6,118.443606
-4.447596,5,118.472606
-71.630043,18,118.497984
-35.762181,13,118.581489
1.356307,1,118.638997
-7.023463,5,118.643997
-27.611775,11,118.669997
-2.957847,3,118.718505
-50.292311,10,118.740505
-25.401288,8,118.788505
-9.69041,8,118.826014
-67.246482,17,118.865014
-110.632965,22,118.957522
-9.829621,7,119.06603
-15.794056,8,119.103033
-70.137346,17,119.144538
-39.968349,9,119.222047
-25.172556,10,119.270047
-0.490752,2,119.312558
0.094509,1,119.322815
-10.764544,7,119.331041
-61.601432,15,119.36848
2.007088,1,119.436474
-14.298663,8,119.447473
-109.621829,22,119.500476
-38.88113,12,119.61549
0.382588,2,119.676996
-7.271335,4,119.687996
-43.827196,10,119.717503
-6.089431,5,119.767503
-60.892939,12,119.793015
-3.503147,5,119.84652
-16.788514,9,119.87652
2.345397,1,119.91503
-52.792759,14,119.927029
-44.215708,9,119.989029
-52.733535,14,120.031548
4.482237,1,120.092546
-11.894477,5,120.094549
-47.994991,13,120.099549
-1.383377,4,120.100549
-34.699682,9,120.103549
-109.225037,21,120.117057
-11.674465,7,120.221565
-2.038748,3,120.252577
-43.931374,10,120.270566
-29.561221,8,120.320073
-26.873055,9,120.356073
2.917925,1,120.395076
-0.631189,2,120.400076
-58.394094,10,120.413581
-32.524445,8,120.460581
-4.008115,4,120.494583
-29.442207,11,120.52109
-8.346793,7,120.581089
-8.387673,6,120.615597
-35.504715,11,120.645597
-1.396155,4,120.6956
2.665458,1,120.714692
0.193508,1,120.717692
-69.401599,16,120.729692
-7.226978,5,120.79976
-2.149913,4,120.820266
-36.599192,13,120.841266
-27.235069,9,120.898269
-24.803073,7,120.941777
-40.517994,14,120.978775
-49.761462,10,121.04149
-35.962036,14,121.08649
0.744428,2,121.149999
0.580815,1,121.157999
-10.889738,7,121.163999
-16.686128,9,121.198002
-4.400767,5,121.24084
-6.002279,6,121.26684
-4.497915,4,121.29184
-26.806909,10,121.311349
-49.564147,14,121.362474
-22.793425,9,121.423438
-11.406415,6,121.460438
-56.357684,15,121.493441
-6.089742,4,121.561946
-14.314547,8,121.582946
2.292777,1,121.614455
-14.033927,6,121.620455
-39.667979,9,121.649455
-85.322386,19,121.694458
-16.406008,8,121.777406
-3.192364,3,121.812914
4.008339,1,121.830914
-2.546188,4,121.837914
-36.080919,18,121.866914
-10.739879,6,121.944423
-29.531502,8,121.973423
-19.576046,7,122.015932
-52.267547,14,122.050931
3.103907,1,122.112459
-98.905037,21,122.124459
0.277006,2,122.215969
2.67409,1,122.224968
-50.663935,16,122.233968
-17.67247,9,122.307971
-2.777044,4,122.347626
-1.469339,4,122.366629
-37.209823,8,122.386631
-109.378214,21,122.432899
-12.353071,6,122.520012
-6.853147,6,122.553012
-0.460675,2,122.581012
-74.762788,18,122.601015
-40.478494,18,122.683521
-4.672529,4,122.760029
-56.114904,15,122.782029
-2.836365,3,122.851543
-17.039471,6,122.864542
-53.565071,10,122.892543
1.197265,1,122.93405
-103.653427,21,122.95105
-105.242597,22,123.051559
-33.193027,9,123.159069
-72.87803,18,123.211034
-6.661556,6,123.301247
-36.835213,8,123.333753
-66.992172,17,123.378073
-10.323559,7,123.450647
-4.827698,5,123.488647
-50.504864,10,123.512155
-37.522706,12,123.559155
-33.527772,8,123.611218
-47.495144,10,123.653219
-42.314433,14,123.701221
-109.759461,20,123.767861
-23.212034,8,123.858369
1.393016,1,123.892369
-5.177633,5,123.900373
-8.789241,6,123.922878
-8.421748,7,123.950878
-54.786945,15,123.987878
-9.222673,6,124.051387
-8.194967,5,124.077386
-14.219028,8,124.102389
-66.597527,16,124.143895
-0.794921,3,124.209403
1.013877,1,124.221402
-28.400724,11,124.232402
-16.797943,8,124.285403
-11.830909,6,124.323912
-20.518374,9,124.350911
-8.248109,5,124.391912
-13.019281,12,124.419421
-47.84569,15,124.474421
-36.114525,12,124.539953
-41.016268,9,124.593952
-3.524672,3,124.633471
-1.71057,5,124.65047
-94.767451,20,124.678482
-121.35567,22,124.772978
-39.299978,9,124.871639
-19.951349,7,124.912147
-0.657823,2,124.939147
-4.745963,5,124.950147
-7.951892,5,124.976147
0.56521,1,124.99715
-28.457804,7,125.00615
-12.206245,6,125.034656
-140.769429,27,125.072656
-6.546563,5,125.196416
-36.878477,9,125.219921
-62.715886,16,125.264921
-55.127602,10,125.336429
2.807378,1,125.376865
-54.373571,10,125.383866
-1.426975,3,125.426373
-90.770124,22,125.451374
-40.974939,14,125.550004
0.649932,1,125.607007
-6.091139,6,125.612512
-24.762963,8,125.641512
2.632397,1,125.676512
-12.047794,8,125.685512
-82.290568,18,125.725021
-6.001104,6,125.808024
-12.058044,6,125.833529
-3.105757,4,125.86053
-85.52238,19,125.885531
-22.404822,7,125.970038
-24.352153,7,126.00304
-52.569432,10,126.035546
-81.634283,18,126.086545
-2.134927,4,126.175055
-7.425843,7,126.193054
-2.818365,3,126.224563
-0.545612,2,126.236564
-28.324678,11,126.253564
-2.205357,4,126.307566
-140.353792,24,126.333575
-101.51933,22,126.449084
-50.287274,10,126.555133
-2.31474,4,126.604147
-44.827652,10,126.623665
0.684291,1,126.664653
-1.136703,3,126.671653
1.178764,1,126.687653
-130.719202,23,126.704655
-58.362599,16,126.81406
-40.733554,11,126.89306
-28.42874,9,126.942568
-19.348352,6,126.982568
-1.220111,6,127.011611
-7.850942,5,127.044611
-4.249152,5,127.071611
-21.676245,8,127.100614
0.880147,2,127.138121
-1.337808,3,127.151121
0.590985,1,127.168121
-35.910106,9,127.181121
-112.015806,21,127.234629
-100.713471,21,127.339182
-8.432307,5,127.44869
0.59778,1,127.47369
0.263595,2,127.47769
-6.783844,7,127.49369
-19.534463,9,127.532199
1.887831,1,127.577199
-0.389334,2,127.583198
0.958088,1,127.593198
-0.023679,2,127.596201
-7.353657,6,127.612707
-43.194241,9,127.643707
-42.176611,9,127.690991
-19.93243,7,127.729501
-12.281662,6,127.761501
-5.543865,5,127.796504
-3.246184,4,127.821008
-77.143901,18,127.850302
-13.271317,8,127.935811
-85.452206,19,127.980811
-85.335169,19,128.080318
-22.413554,8,128.158827
-15.331595,7,128.196831
-14.98568,9,128.229336
-25.798876,8,128.271336
-39.005896,9,128.307354
-19.018775,8,128.352861
-10.703252,5,128.388861
0.208136,2,128.415369
-0.617324,3,128.425369
-52.833564,14,128.444875
-28.798386,11,128.506878
-1.619178,3,128.560672
0.163819,2,128.577009
2.538905,1,128.586009
0.299659,1,128.58901
-14.480409,6,128.598014
2.65308,1,128.63147
-30.658426,12,128.639469
-47.091257,10,128.695472
-8.892859,7,128.743979
-57.811866,11,128.784979
-6.377361,6,128.831487
-42.107552,9,128.859486
-22.154395,10,128.903491
-19.652947,8,128.949996
-2.750927,4,128.982996
-56.152886,17,129.009
-5.846849,5,129.082321
-7.056665,4,129.107642
-10.179715,5,129.125726
-57.769894,15,129.15206
-42.471205,10,129.220808
-66.144172,19,129.271811
-0.873233,3,129.35532
-7.798685,5,129.372321
-16.429827,9,129.39532
-22.178098,10,129.439076
-52.94161,10,129.488076
-89.37957,20,129.541128
-32.463122,12,129.642158
-10.670523,6,129.692501
-9.197488,6,129.721009
0.653494,1,129.745009
-8.840651,6,129.751009
0.032532,2,129.776009
-28.917368,8,129.790009
-116.924218,22,129.830762
-12.605973,7,129.928307
-0.640104,3,129.961308
-27.524788,11,129.978307
0.449213,1,130.031247
-3.421384,4,130.038249
-23.41808,11,130.063777
-77.429074,18,130.1215
-72.592875,17,130.199422
-41.22885,11,130.278929
-22.402018,7,130.328437
3.014115,1,130.358438
-4.40531,5,130.366437
0.543215,2,130.388439
-32.767721,11,130.40644
-59.612311,12,130.460172
3.982508,1,130.508175
-15.977358,8,130.51468
-11.835732,5,130.555424
-50.395015,14,130.58379
-46.486156,15,130.648303
-58.772323,10,130.720681
-99.819408,21,130.769681
-48.460916,9,130.861662
3.674479,1,130.895662
0.770701,2,130.903665
-48.982456,10,130.916173
-25.995893,9,130.964566
-27.438343,7,131.000568
-29.886222,10,131.037754
-23.795088,9,131.083343
3.618068,1,131.116857
-1.258234,3,131.123856
-14.562397,6,131.137856
-3.95657,3,131.169339
-14.407433,8,131.189339
-16.940418,10,131.225847
-5.829274,5,131.273395
-1.573856,4,131.295395
-102.358724,20,131.318903
0.293258,1,131.40009
-8.003867,6,131.41009
-2.099813,3,131.437323
-47.806131,10,131.452727
-14.113517,7,131.494727
1.903162,1,131.528545
-80.291456,18,131.538467
-89.222002,19,131.618662
-22.934704,10,131.713288
0.795234,1,131.761495
-35.18775,14,131.771495
-2.726305,4,131.839003
-5.851167,5,131.857003
-1.390872,5,131.884215
-23.956603,8,131.906219
-19.136269,6,131.944726
-16.421373,6,131.974725
-5.963802,6,132.005729
0.306846,1,132.029573
-40.872184,13,132.04095
-18.823639,9,132.099952
-30.123518,8,132.146458
-17.982127,8,132.187189
-29.17958,8,132.227338
-5.852256,6,132.270612
-11.491947,5,132.300939
0.58948,2,132.323445
-53.300037,15,132.340445
-9.132878,6,132.410457
-30.274374,8,132.442954
-0.635958,2,132.478448
-6.695345,6,132.490448
-31.023365,10,132.518961
-42.301931,9,132.56436
0.249119,1,132.600789
-8.594492,6,132.608791
-18.02487,6,132.63696
